Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),6.04,5.49,6.82,96.67,5.51,5.59,5.64,5.83,6.00,6.21,6.60,6.65,6.79,0.36
HTTP Total Time (ms),1869.00,1860.37,1871.88,29903.96,1861.13,1864.18,1865.85,1868.17,1870.28,1870.66,1871.32,1871.76,1871.85,2.88
HTTP Waiting (TTFB) (ms),194.87,186.66,197.10,3117.95,187.51,190.90,193.07,194.79,195.25,196.25,196.90,197.00,197.08,2.43
Input Sequence Length (tokens),515.94,515.00,516.00,8255.00,515.15,515.75,516.00,516.00,516.00,516.00,516.00,516.00,516.00,0.24
Inter Chunk Latency (ms),6.52,0.00,23.53,26478.25,0.80,3.78,4.46,5.51,6.48,7.42,8.54,9.42,12.57,1.91
Inter Token Latency (ms),6.52,6.48,6.60,104.38,6.48,6.48,6.49,6.49,6.50,6.56,6.58,6.59,6.59,0.04
OSL Mismatch Diff % (%),-0.51,-1.56,0.00,-8.20,-1.56,-1.56,-1.37,-1.17,0.00,0.00,0.00,0.00,0.00,0.61
Output Sequence Length (tokens),254.69,252.00,256.00,4075.00,252.00,252.00,252.50,253.00,256.00,256.00,256.00,256.00,256.00,1.57
Output Token Count (tokens),254.69,252.00,256.00,4075.00,252.00,252.00,252.50,253.00,256.00,256.00,256.00,256.00,256.00,1.57
Output Token Throughput Per User (tokens/sec/user),153.30,151.61,154.21,2452.73,151.63,151.71,151.99,152.38,153.85,154.09,154.19,154.21,154.21,0.94
Prefill Throughput Per User (tokens/sec/user),2561.28,2535.47,2662.09,40980.45,2535.66,2536.40,2537.18,2545.78,2554.45,2560.11,2581.40,2603.38,2650.35,29.14
Request Latency (ms),1856.35,1848.29,1860.57,29701.66,1849.31,1853.38,1855.17,1855.63,1856.74,1857.65,1858.18,1858.98,1860.25,2.49
Time to First Output Token (ms),201.46,193.83,203.51,3223.40,194.71,198.24,199.89,201.50,201.92,202.69,203.38,203.44,203.50,2.23
Time to First Token (ms),201.46,193.83,203.51,3223.40,194.71,198.24,199.89,201.50,201.92,202.69,203.38,203.44,203.50,2.23
Time to Second Token (ms),3.74,2.22,8.53,59.91,2.26,2.42,2.53,2.66,3.42,3.97,5.18,6.17,8.06,1.52
Tokens In Flight (tokens),9995.31,0.00,12315.02,,,,,,10060.22,,11854.46,12089.23,12268.06,1562.17

Metric,Value
Benchmark Duration (sec),1.86
Input Token Throughput (tokens/sec),4394.36
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),2169.23
Request Count,16.00
Request Throughput (requests/sec),8.52
Total Input Sequence Length (tokens),8255.00
Total Output Sequence Length (tokens),4075.00
Total Output Tokens (tokens),4075.00
Total Token Throughput (tokens/sec),6563.60
