Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
OSL Mismatch Diff % (%),-3.78,-54.69,0.00,-60.55,-46.72,-14.84,-1.56,-0.49,-0.39,0.00,0.00,0.00,0.00,13.15
Output Sequence Length (tokens),246.31,116.00,256.00,3941.00,136.40,218.00,252.00,254.75,255.00,256.00,256.00,256.00,256.00,33.67
Output Token Count (tokens),246.31,116.00,256.00,3941.00,136.40,218.00,252.00,254.75,255.00,256.00,256.00,256.00,256.00,33.67
Output Token Throughput Per User (tokens/sec/user),156.25,153.03,159.06,2500.02,153.31,154.42,154.90,155.07,155.48,157.58,158.79,159.00,159.05,1.70
Prefill Throughput Per User (tokens/sec/user),4131.59,3425.57,6421.71,66105.39,3425.59,3425.64,3426.87,3445.19,3521.47,4446.81,5429.54,6409.26,6419.22,967.24
Request Latency (ms),1700.90,881.77,1791.05,27214.33,1006.38,1504.81,1712.65,1717.74,1751.52,1789.31,1790.81,1790.96,1791.03,214.33
Time to First Output Token (ms),130.38,80.35,150.63,2086.13,80.38,80.51,98.19,115.99,146.56,149.77,150.57,150.63,150.63,23.98
Time to First Token (ms),130.38,80.35,150.63,2086.13,80.38,80.51,98.19,115.99,146.56,149.77,150.57,150.63,150.63,23.98
Time to Second Token (ms),9.62,4.04,35.55,153.93,4.15,4.60,4.85,5.44,6.43,6.87,20.98,34.79,35.40,9.65
Tokens In Flight (tokens),9869.38,0.00,12092.00,,,,,,9995.00,,11667.00,11877.00,12049.00,1535.85

Metric,Value
Benchmark Duration (sec),1.79
Input Token Throughput (tokens/sec),4580.47
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),2186.75
Request Count,16.00
Request Throughput (requests/sec),8.88
Total Input Sequence Length (tokens),8255.00
Total Output Sequence Length (tokens),3941.00
Total Output Tokens (tokens),3941.00
Total Token Throughput (tokens/sec),6767.22
