Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Waiting (TTFB) (ms),72.01,66.39,77.63,144.02,66.50,66.95,67.52,69.20,72.01,74.82,76.51,77.07,77.52,5.62
Input Sequence Length (tokens),516.00,516.00,516.00,1032.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,0.00
Inter Chunk Latency (ms),6.04,3.60,12.83,3073.34,4.91,5.44,5.64,5.84,6.03,6.23,6.45,6.59,6.92,0.51
Inter Token Latency (ms),6.05,6.01,6.09,12.10,6.01,6.02,6.02,6.03,6.05,6.07,6.08,6.09,6.09,0.04
OSL Mismatch Diff % (%),-0.39,-0.78,0.00,-0.78,-0.77,-0.74,-0.70,-0.59,-0.39,-0.20,-0.08,-0.04,-0.01,0.39
Output Sequence Length (tokens),255.00,254.00,256.00,510.00,254.02,254.10,254.20,254.50,255.00,255.50,255.80,255.90,255.98,1.00
Output Token Count (tokens),255.00,254.00,256.00,510.00,254.02,254.10,254.20,254.50,255.00,255.50,255.80,255.90,255.98,1.00
Output Token Throughput Per User (tokens/sec/user),165.29,164.23,166.36,330.59,164.25,164.34,164.45,164.76,165.29,165.83,166.14,166.25,166.34,1.06
Prefill Throughput Per User (tokens/sec/user),6471.23,6032.19,6910.27,12942.46,6040.97,6076.10,6120.00,6251.71,6471.23,6690.75,6822.46,6866.36,6901.48,439.04
Request Latency (ms),1616.78,1607.53,1626.03,3233.56,1607.71,1608.45,1609.38,1612.15,1616.78,1621.40,1624.18,1625.11,1625.85,9.25
Time to First Output Token (ms),80.11,74.67,85.54,160.21,74.78,75.21,75.76,77.39,80.11,82.82,84.45,85.00,85.43,5.43
Time to First Token (ms),80.11,74.67,85.54,160.21,74.78,75.21,75.76,77.39,80.11,82.82,84.45,85.00,85.43,5.43
Time to Second Token (ms),4.19,4.01,4.37,8.38,4.02,4.03,4.05,4.10,4.19,4.28,4.33,4.35,4.37,0.18
Tokens In Flight (tokens),1259.26,0.00,1539.01,,,,,,1268.54,,1485.12,1512.06,1533.02,192.01

Metric,Value
Benchmark Duration (sec),1.63
Input Token Throughput (tokens/sec),630.16
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),311.42
Request Count,2.00
Request Throughput (requests/sec),1.22
Total Input Sequence Length (tokens),1032.00
Total Output Sequence Length (tokens),510.00
Total Output Tokens (tokens),510.00
Total Token Throughput (tokens/sec),941.57
