Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to First Output Token (ms),109.34,107.56,111.13,218.69,107.59,107.74,107.92,108.45,109.34,110.24,110.77,110.95,111.10,1.79
Time to First Token (ms),109.34,107.56,111.13,218.69,107.59,107.74,107.92,108.45,109.34,110.24,110.77,110.95,111.10,1.79
Time to Second Token (ms),3.14,2.68,3.59,6.27,2.69,2.73,2.77,2.91,3.14,3.36,3.50,3.55,3.58,0.45
Tokens In Flight (tokens),1260.28,0.00,1540.00,,,,,,1267.46,,1483.89,1511.94,1533.99,188.25

Metric,Value
Benchmark Duration (sec),1.64
Input Token Throughput (tokens/sec),623.62
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),307.58
Request Count,2.00
Request Throughput (requests/sec),1.21
Total Input Sequence Length (tokens),1032.00
Total Output Sequence Length (tokens),509.00
Total Output Tokens (tokens),509.00
Total Token Throughput (tokens/sec),931.20
