Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Received (KB),64.52,64.20,64.71,4129.03,64.25,64.32,64.38,64.47,64.53,64.59,64.62,64.62,64.71,0.10
HTTP Data Sent (KB),29.76,28.21,30.93,1904.35,28.26,28.69,29.15,29.50,29.88,30.11,30.30,30.38,30.65,0.53
HTTP DNS Lookup (ms),1.95,0.00,26.55,125.04,0.00,0.00,0.00,0.00,1.18,3.14,3.51,3.72,12.56,3.49
HTTP Duration (excl. conn) (ms),17246.64,16920.78,17451.87,1103785.25,16935.78,16962.89,17017.45,17126.46,17277.36,17389.73,17427.53,17433.60,17447.11,155.40
HTTP Receiving (ms),11316.49,6203.72,16549.02,724255.62,6205.92,6495.42,7149.52,8786.70,11381.40,13874.26,15344.22,15914.45,16375.55,3030.38
HTTP Sending (ms),5.19,1.02,29.89,332.20,1.05,1.10,1.19,1.86,5.35,7.04,7.51,8.80,26.98,5.15
HTTP Total Time (ms),17253.29,16929.04,17507.77,1104210.41,16944.27,16964.19,17025.39,17127.29,17282.69,17397.25,17429.68,17442.43,17474.96,156.69
HTTP Waiting (TTFB) (ms),5924.96,365.62,11220.26,379197.43,553.50,1046.81,1667.41,3250.98,5892.21,8594.19,10273.57,10943.18,11218.99,3182.26
Input Sequence Length (tokens),7172.84,7172.00,7173.00,459062.00,7172.00,7172.00,7172.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.36
Inter Chunk Latency (ms),44.72,0.00,1032.87,723732.42,11.28,18.66,24.74,25.22,25.59,25.94,26.92,337.60,356.01,77.16
Inter Token Latency (ms),44.74,24.33,65.67,2863.19,24.71,25.64,28.17,35.33,44.98,55.37,60.44,63.01,64.50,11.89
OSL Mismatch Diff % (%),-0.90,-17.19,0.39,-57.42,-11.53,-2.29,-1.56,-1.17,0.00,0.00,0.00,0.00,0.14,2.37
Output Sequence Length (tokens),253.70,212.00,257.00,16237.00,226.49,250.15,252.00,253.00,256.00,256.00,256.00,256.00,256.37,6.06
Output Token Count (tokens),253.70,212.00,257.00,16237.00,226.49,250.15,252.00,253.00,256.00,256.00,256.00,256.00,256.37,6.06
Output Token Throughput Per User (tokens/sec/user),24.19,15.23,41.11,1548.27,15.51,15.87,16.55,18.06,22.23,28.31,35.50,39.01,40.48,7.17
Prefill Throughput Per User (tokens/sec/user),2196.89,637.67,19270.73,140601.21,638.57,655.36,697.82,834.23,1217.49,2210.28,4285.85,6917.88,13860.44,2830.60
Request Latency (ms),17238.79,16659.11,17452.30,1103282.56,16824.17,16958.91,16997.76,17112.10,17277.61,17390.03,17427.70,17433.87,17447.55,171.49
Time to First Output Token (ms),5930.47,372.22,11248.71,379550.13,560.73,1048.82,1673.65,3252.52,5896.31,8600.80,10279.10,10946.61,11231.85,3182.83
Time to First Token (ms),5930.47,372.22,11248.71,379550.13,560.73,1048.82,1673.65,3252.52,5896.31,8600.80,10279.10,10946.61,11231.85,3182.83
Time to Second Token (ms),335.71,9.96,673.90,21485.65,10.07,248.58,318.87,330.38,347.59,353.58,357.91,359.11,484.13,74.99
Tokens In Flight (tokens),456454.31,0.00,474217.85,,,,,,459610.74,,469974.74,472128.26,473833.11,38809.57

Metric,Value
Benchmark Duration (sec),17.46
Input Token Throughput (tokens/sec),26282.49
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),929.61
Request Count,64.00
Request Throughput (requests/sec),3.66
Total Input Sequence Length (tokens),459062.00
Total Output Sequence Length (tokens),16237.00
Total Output Tokens (tokens),16237.00
Total Token Throughput (tokens/sec),27212.10
