Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Received (KB),78.98,78.80,79.47,631.81,78.80,78.80,78.80,78.80,78.83,79.01,79.44,79.45,79.46,0.27
HTTP Data Sent (KB),2.26,2.09,2.35,18.10,2.10,2.13,2.17,2.22,2.29,2.33,2.34,2.34,2.35,0.08
HTTP DNS Lookup (ms),3.89,3.72,4.03,31.10,3.72,3.74,3.76,3.79,3.92,3.96,4.00,4.01,4.03,0.10
HTTP Duration (excl. conn) (ms),1699.89,1694.53,1704.98,13599.13,1694.56,1694.70,1694.88,1698.00,1699.92,1701.87,1704.94,1704.96,1704.97,3.64
HTTP Receiving (ms),1573.82,1567.85,1583.43,12590.54,1567.86,1567.92,1567.98,1570.83,1571.88,1575.18,1583.27,1583.35,1583.42,5.73
HTTP Sending (ms),6.62,6.20,6.91,52.99,6.21,6.25,6.30,6.54,6.69,6.76,6.84,6.88,6.90,0.22
HTTP Total Time (ms),1709.44,1703.97,1714.74,13675.51,1704.04,1704.32,1704.67,1707.20,1709.45,1711.41,1714.68,1714.71,1714.73,3.68
HTTP Waiting (TTFB) (ms),119.45,109.23,126.48,955.60,109.23,109.27,109.32,114.36,120.98,126.24,126.39,126.44,126.47,7.16
Input Sequence Length (tokens),516.00,516.00,516.00,4128.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,0.00
Inter Chunk Latency (ms),6.20,3.22,18.66,12582.03,4.41,5.20,5.48,5.83,6.17,6.51,6.87,7.09,7.96,0.87
Inter Token Latency (ms),6.22,6.15,6.28,49.73,6.15,6.15,6.15,6.19,6.23,6.24,6.26,6.27,6.28,0.04
OSL Mismatch Diff % (%),-0.78,-1.17,0.00,-6.25,-1.17,-1.17,-1.17,-1.17,-0.98,-0.59,0.00,0.00,0.00,0.48
Output Sequence Length (tokens),254.00,253.00,256.00,2032.00,253.00,253.00,253.00,253.00,253.50,254.50,256.00,256.00,256.00,1.22
Output Token Count (tokens),254.00,253.00,256.00,2032.00,253.00,253.00,253.00,253.00,253.50,254.50,256.00,256.00,256.00,1.22
Output Token Throughput Per User (tokens/sec/user),160.87,159.32,162.70,1286.94,159.36,159.52,159.71,160.22,160.46,161.50,162.69,162.70,162.70,1.16
Prefill Throughput Per User (tokens/sec/user),4087.24,3856.95,4442.75,32697.92,3857.33,3858.82,3860.70,3872.38,4024.73,4245.70,4430.10,4436.43,4441.49,236.66
Request Latency (ms),1699.42,1694.12,1704.24,13595.33,1694.18,1694.42,1694.72,1697.49,1699.57,1701.56,1703.84,1704.04,1704.20,3.44
Time to First Output Token (ms),126.66,116.14,133.78,1013.30,116.18,116.31,116.48,121.60,128.37,133.25,133.65,133.72,133.77,7.18
Time to First Token (ms),126.66,116.14,133.78,1013.30,116.18,116.31,116.48,121.60,128.37,133.25,133.65,133.72,133.77,7.18
Time to Second Token (ms),9.81,5.95,17.08,78.45,5.97,6.01,6.07,6.35,8.33,11.54,16.46,16.77,17.02,4.23
Tokens In Flight (tokens),5016.18,0.00,6151.02,,,,,,5041.21,,5928.45,6040.23,6128.06,763.09

Metric,Value
Benchmark Duration (sec),1.70
Input Token Throughput (tokens/sec),2404.44
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),1183.58
Request Count,8.00
Request Throughput (requests/sec),4.66
Total Input Sequence Length (tokens),4128.00
Total Output Sequence Length (tokens),2032.00
Total Output Tokens (tokens),2032.00
Total Token Throughput (tokens/sec),3588.02
