Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),6.15,1.07,24.57,393.78,1.09,1.17,1.21,2.43,6.87,8.95,10.11,11.20,20.61,4.58
HTTP Total Time (ms),2310.24,2280.12,2344.29,147855.18,2281.02,2284.50,2287.01,2299.36,2308.72,2324.84,2334.77,2337.24,2343.85,17.28
HTTP Waiting (TTFB) (ms),373.29,58.86,390.86,23890.57,222.27,366.77,369.43,371.79,376.53,386.46,388.68,389.69,390.48,41.06
Input Sequence Length (tokens),515.84,515.00,516.00,33014.00,515.00,515.00,515.00,516.00,516.00,516.00,516.00,516.00,516.00,0.36
Inter Chunk Latency (ms),8.43,0.00,328.45,122556.68,0.00,0.19,2.77,5.61,8.15,11.04,14.10,16.36,21.52,5.32
Inter Token Latency (ms),7.56,7.39,8.67,483.81,7.39,7.39,7.40,7.45,7.55,7.62,7.69,7.73,8.21,0.18
OSL Mismatch Diff % (%),-0.65,-2.34,0.00,-41.80,-2.34,-1.95,-1.84,-1.17,-0.39,0.00,0.00,0.00,0.00,0.70
Output Sequence Length (tokens),254.33,250.00,256.00,16277.00,250.00,251.00,251.30,253.00,255.00,256.00,256.00,256.00,256.00,1.80
Output Token Count (tokens),254.33,250.00,256.00,16277.00,250.00,251.00,251.30,253.00,255.00,256.00,256.00,256.00,256.00,1.80
Output Token Throughput Per User (tokens/sec/user),132.35,115.28,135.39,8470.51,122.03,129.41,130.03,131.24,132.40,134.26,135.11,135.33,135.37,2.89
Prefill Throughput Per User (tokens/sec/user),1442.70,1283.38,7798.70,92332.66,1289.00,1300.35,1303.59,1315.89,1335.49,1359.89,1384.07,1389.70,3902.83,801.98
Request Latency (ms),2294.78,2271.25,2332.22,146865.94,2271.30,2272.76,2275.52,2280.98,2294.92,2307.06,2313.83,2315.72,2326.46,15.22
Time to First Output Token (ms),379.83,66.16,402.06,24309.26,225.80,370.69,372.39,379.44,386.38,392.13,395.83,396.16,400.32,41.11
Time to First Token (ms),379.83,66.16,402.06,24309.26,225.80,370.69,372.39,379.44,386.38,392.13,395.83,396.16,400.32,41.11
Time to Second Token (ms),10.00,0.00,328.45,639.82,0.00,0.03,0.69,2.50,3.80,5.46,8.68,10.01,154.55,40.65
Tokens In Flight (tokens),39257.80,0.00,49155.47,,,,,,39393.29,,47259.35,48221.76,48981.30,6586.63

Metric,Value
Benchmark Duration (sec),2.33
Input Token Throughput (tokens/sec),14109.98
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),6956.69
Request Count,64.00
Request Throughput (requests/sec),27.35
Total Input Sequence Length (tokens),33014.00
Total Output Sequence Length (tokens),16277.00
Total Output Tokens (tokens),16277.00
Total Token Throughput (tokens/sec),21066.66
