Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Duration (excl. conn) (ms),2828.07,2816.09,2836.49,22624.52,2816.86,2819.96,2823.84,2827.24,2827.75,2830.88,2832.83,2834.66,2836.13,5.41
HTTP Receiving (ms),2301.49,2073.44,2646.65,18411.88,2073.91,2075.77,2078.11,2080.17,2382.54,2383.14,2462.34,2554.49,2628.22,192.23
HTTP Sending (ms),7.33,6.93,7.80,58.61,6.93,6.95,6.98,7.09,7.30,7.48,7.79,7.79,7.80,0.31
HTTP Total Time (ms),2838.52,2826.60,2847.56,22708.14,2827.34,2830.32,2834.05,2837.41,2838.06,2841.40,2843.63,2845.59,2847.16,5.55
HTTP Waiting (TTFB) (ms),519.25,162.07,755.26,4154.03,181.31,258.28,354.49,437.20,437.77,743.16,747.43,751.34,754.48,197.04
Input Sequence Length (tokens),7173.00,7173.00,7173.00,57384.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.00
Inter Chunk Latency (ms),9.08,4.08,307.20,18403.00,6.09,6.71,7.15,7.69,8.16,8.63,9.22,9.67,12.29,15.99
Inter Token Latency (ms),9.09,8.12,10.45,72.75,8.12,8.13,8.14,8.30,9.34,9.44,9.86,10.16,10.39,0.77
OSL Mismatch Diff % (%),-0.78,-2.73,0.00,-6.25,-2.71,-2.60,-2.46,-1.17,-0.20,0.00,0.00,0.00,0.00,1.05
Output Sequence Length (tokens),254.00,249.00,256.00,2032.00,249.07,249.35,249.70,253.00,255.50,256.00,256.00,256.00,256.00,2.69
Output Token Count (tokens),254.00,249.00,256.00,2032.00,249.07,249.35,249.70,253.00,255.50,256.00,256.00,256.00,256.00,2.69
Output Token Throughput Per User (tokens/sec/user),110.75,95.66,123.13,886.00,96.25,98.62,101.58,106.00,107.06,120.46,122.78,122.95,123.09,9.29
Prefill Throughput Per User (tokens/sec/user),16886.68,9391.27,42175.34,135093.44,9401.81,9443.96,9496.65,9544.71,16098.10,16119.04,23941.24,33058.29,40351.93,10037.12
Request Latency (ms),2827.64,2814.95,2834.79,22621.08,2815.78,2819.08,2823.21,2827.10,2827.54,2831.05,2832.39,2833.59,2834.55,5.45
Time to First Output Token (ms),527.26,170.08,763.79,4218.08,189.31,266.23,362.38,445.00,445.58,751.52,755.36,759.58,762.95,197.19
Time to First Token (ms),527.26,170.08,763.79,4218.08,189.31,266.23,362.38,445.00,445.58,751.52,755.36,759.58,762.95,197.19
Time to Second Token (ms),191.65,7.91,307.20,1533.22,8.18,9.26,10.61,12.04,290.21,306.81,307.09,307.14,307.19,140.62
Tokens In Flight (tokens),57701.35,0.00,59405.01,,,,,,58012.38,,59129.27,59263.15,59373.04,4639.31

Metric,Value
Benchmark Duration (sec),2.84
Input Token Throughput (tokens/sec),20136.07
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),713.03
Request Count,8.00
Request Throughput (requests/sec),2.81
Total Input Sequence Length (tokens),57384.00
Total Output Sequence Length (tokens),2032.00
Total Output Tokens (tokens),2032.00
Total Token Throughput (tokens/sec),20849.10
