Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Token Throughput Per User (tokens/sec/user),163.64,163.64,163.64,163.64,163.64,163.64,163.64,163.64,163.64,163.64,163.64,163.64,163.64,0.00
Prefill Throughput Per User (tokens/sec/user),6381.80,6381.80,6381.80,6381.80,6381.80,6381.80,6381.80,6381.80,6381.80,6381.80,6381.80,6381.80,6381.80,0.00
Request Latency (ms),1620.80,1620.80,1620.80,1620.80,1620.80,1620.80,1620.80,1620.80,1620.80,1620.80,1620.80,1620.80,1620.80,0.00
Time to First Output Token (ms),80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,0.00
Time to First Token (ms),80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,0.00
Time to Second Token (ms),3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,0.00
Tokens In Flight (tokens),632.07,0.00,769.00,,,,,,634.53,,742.11,755.06,766.01,91.96

Metric,Value
Benchmark Duration (sec),1.62
Input Token Throughput (tokens/sec),315.95
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),154.91
Request Count,1.00
Request Throughput (requests/sec),0.61
Total Input Sequence Length (tokens),516.00
Total Output Sequence Length (tokens),253.00
Total Output Tokens (tokens),253.00
Total Token Throughput (tokens/sec),470.87
