system,workload,concurrency,e2e_ms_avg,e2e_ms_max,e2e_ms_min,e2e_ms_p50,e2e_ms_p90,e2e_ms_p95,e2e_ms_p99,itl_ms_avg,itl_ms_max,itl_ms_min,itl_ms_p50,itl_ms_p90,itl_ms_p95,itl_ms_p99,out_tok_per_s_avg,out_tok_per_s_per_user_avg,out_tok_per_s_per_user_max,out_tok_per_s_per_user_min,out_tok_per_s_per_user_p50,out_tok_per_s_per_user_p90,out_tok_per_s_per_user_p95,out_tok_per_s_per_user_p99,req_per_s_avg,ttft_ms_avg,ttft_ms_max,ttft_ms_min,ttft_ms_p50,ttft_ms_p90,ttft_ms_p95,ttft_ms_p99
h100nvl-conf07,agent,1,4617.713968859999,4669.161423,1743.1850949999998,4656.131665,4665.466324999999,4666.260909449999,4667.77325787,4.76393296994209,11.200910607317073,4.488860305039787,4.5311867786188165,4.623829694190637,5.0880581932981785,10.714941611515531,210.1493987506483,214.9749123666526,222.7736957813697,89.27845557009827,220.69273944813222,221.86496185084684,222.28906227865357,222.66302600041575,0.21368807324356168,51.43154317,57.018319,46.208231999999995,51.173156999999996,52.8009617,53.6523075,56.50237653999999
h100nvl-conf07,agent,128,10383.35160232422,11483.3585,2164.526697,10585.285662,10680.512350899999,10703.161879,11282.678189539998,10.074820645509421,40.17831368482491,8.077482501466276,9.594311788783159,10.431835744916095,14.081056305744898,20.019035798883195,11526.735778570313,102.08780951063031,123.80094909750328,24.88904855102701,104.22842442006612,112.43850646459677,114.10002879948792,116.29312123287174,11.988552621040595,951.0183515351562,1739.0622509999998,84.180262,890.5840955,1513.7494751,1695.9400626,1722.0480765099999
h100nvl-conf07,agent,16,5061.53680084,5235.075169,1476.921889,5205.543775,5226.9421063,5229.266085949999,5233.00646797,5.601838307860688,21.355060219827585,4.565274750980392,4.898533247867782,7.772146994925991,9.054388661766568,14.392442535146287,2558.952753014929,191.38930227633398,219.04486685828712,46.827308830135145,204.14274036249572,206.24069274349444,208.30692518936593,216.67438505343756,2.7631793378774514,218.95630991999997,265.202527,75.313616,241.55286149999998,258.54442720000003,263.3749185,264.6957064
h100nvl-conf07,agent,4,4648.74590743,4771.51232,1744.47489,4734.4690285,4758.1558363,4759.4805104,4765.87440464,4.984270629915498,18.412750664835166,4.554960696376102,4.605741878760521,4.718670973453948,7.179526882903626,12.025710075574217,806.7331737161718,209.09658877426972,219.5408625140484,54.31019070441272,217.12028809004184,218.8427498240176,219.25557221576793,219.47239586045353,0.8389924327556256,61.506018729999994,121.46666499999999,49.459132999999994,56.440538499999995,76.10373129999999,80.39885779999999,106.71228514000008
h100nvl-conf07,agent,64,7603.027824054687,8109.89621,2456.247814,7771.579619,8070.269813,8080.0848515,8103.4287163,7.814661062230246,25.2763440777027,6.551954447787611,7.282828924387637,8.516629740410135,11.476070895186512,15.793918996838888,7671.336540928007,132.49113933053877,152.6262137456814,39.56268346901248,137.30942662391107,145.88786678777734,146.94375634629802,150.49158501477592,8.12628132180334,474.37529726953125,870.0280309999999,71.464355,477.20555249999995,784.4317645,857.0444692499999,863.65201135
h100nvl-conf07,batch,1,624.01551721,635.21778,616.8799799999999,624.018278,628.1620162999999,630.6690022,634.5034306499999,4.5231714973633474,5.120189107142857,4.4612284296875,4.510919799212598,4.570833345637795,4.607798366935484,4.674163930827528,202.19284906871707,221.13456668533274,224.15350743876792,195.30528640142649,221.68427973012,223.29569603211115,223.47512463807644,223.99107531270423,1.5849560952317714,51.63469613,55.643252,49.428225999999995,51.3705755,53.68337029999999,54.33616025,54.97955303
h100nvl-conf07,batch,128,2666.10835759375,2737.429654,2293.049411,2665.1505235,2698.8184914,2706.9598163,2723.48895932,13.432224651899825,20.32122977952756,7.5098627559055116,13.967409704724409,18.73651748031496,18.915790040873013,20.10772588110236,6042.868805734957,80.84485675430494,133.15822572305098,49.20962022718925,71.59523649033574,122.87885073882319,128.8987324534191,130.93821753108347,47.456842220052124,969.3792894101562,1738.3961669999999,81.273271,905.7072324999999,1637.8566375,1676.4480835499999,1720.57946964
h100nvl-conf07,batch,16,860.1524597399999,885.1560959999999,658.421345,867.7779575,881.3096652,882.3047027999999,883.90881084,5.1168036867570255,6.475745655737704,4.566350700787401,4.946884196850393,6.164569852755906,6.23584002007874,6.360093541879958,2144.5917722270997,196.70966794406405,218.993254247328,154.42237128537775,202.14745437320803,203.789169154425,204.26083278358902,217.1197905944221,16.853373455615714,214.2958506,255.43243099999998,65.377219,239.9726685,252.7069584,253.30047134999998,253.67435633
h100nvl-conf07,batch,4,657.6884422100001,665.2713219999999,644.89067,658.403425,661.8263982999999,662.91336755,664.26097849,4.627273571327193,4.80965306557377,4.547141102362204,4.616083189226346,4.699919039811023,4.7393031792,4.789686058837556,768.7448371043898,216.1424394137981,219.91840092239664,207.91520435387253,216.63410542023996,219.05288285711254,219.31690422246706,219.53655178189456,6.021814484602771,71.63896178,81.573022,62.741890999999995,70.756202,78.09267359999998,78.71114245,79.86095857000001
h100nvl-conf07,batch,64,1676.1985094648437,2044.73101,1237.5325249999999,1671.7314155,1846.824539,1895.9910125,2039.73250415,9.236054135889619,13.925352173333334,6.382079417322835,9.289309596062992,12.03548392519685,12.449493869952756,13.602923801968503,4734.983790859733,113.06434176482549,156.68874274514772,71.81146929375133,107.65068515094981,153.72674083510353,155.27301315524105,156.2943291536618,37.244387957355485,512.3024995429687,881.2266679999999,70.026366,501.69093999999996,832.5500284999999,865.9090857499999,880.0717175499999
