Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1734.55,0.00,15134.21,,,,,,150.97,,4209.75,4328.78,4664.24,1931.97
Active Decode Throughput Per User (tokens/sec/user),29.32,0.00,260.93,,,,,,3.11,,66.28,68.77,75.48,30.80
Active Prefill Throughput (tokens/sec),81165.12,1270.18,230844.46,,,,,,61628.48,,189528.68,230844.46,230844.46,64699.29
Active Prefill Throughput Per User (tokens/sec/user),1950.22,1269.82,7361.19,,,,,,1711.90,,3056.91,3606.94,3606.94,661.45
Active Total Throughput (tokens/sec),49534.28,64.29,230844.46,,,,,,18052.94,,167646.11,189583.20,230844.46,62828.08
Credit-to-Start Latency (ms),5.48,2.57,18.26,350.53,2.63,2.84,2.95,3.15,5.03,7.54,8.07,8.29,12.45,2.68
Decode Duration (ms),6253.64,3857.54,9055.40,400232.66,3859.75,3953.90,4128.37,4985.31,6269.65,7488.01,8321.64,8599.94,8968.39,1511.14
E2E Output Token Throughput (tokens/sec/user),26.68,17.95,27.53,1707.79,21.31,25.85,26.35,26.68,26.85,27.13,27.31,27.36,27.50,1.24
Effective Concurrency,62.95,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,6.58
Effective Decode Concurrency,41.80,0.00,64.00,,,,,,48.00,,64.00,64.00,64.00,22.78
Effective Decode Throughput (tokens/sec),1670.38,0.00,15134.21,,,,,,150.97,,4193.32,4326.12,4664.24,1923.96
Effective Decode Throughput Per User (tokens/sec/user),28.23,0.00,260.93,,,,,,3.11,,66.22,68.70,75.24,30.73
Effective Latency (CO-aware) (ms),9449.39,9273.28,9593.46,604761.02,9282.34,9303.44,9325.17,9387.95,9442.72,9529.01,9570.27,9582.88,9591.76,88.77
Effective Prefill Concurrency,21.15,0.00,64.00,,,,,,12.00,,60.00,62.00,64.00,22.77
Effective Prefill Throughput (tokens/sec),47814.97,0.00,230844.46,,,,,,16056.97,,167533.77,189528.68,230844.46,63723.14
Effective Prefill Throughput Per User (tokens/sec/user),1148.89,0.00,7361.19,,,,,,1338.08,,2792.23,3056.91,3606.94,1085.53
Effective Total Throughput (tokens/sec),49485.35,0.00,230844.46,,,,,,18052.94,,167646.11,189583.20,230844.46,62816.31
