Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),563.29,0.00,874.56,,,,,,605.82,,648.55,663.34,718.61,157.50
Active Decode Throughput Per User (tokens/sec/user),142.13,0.00,218.64,,,,,,151.51,,162.26,165.88,179.65,37.41
Active Prefill Throughput (tokens/sec),123760.63,31048.33,195316.16,,,,,,63145.37,,195316.16,195316.16,195316.16,66045.92
Active Prefill Throughput Per User (tokens/sec/user),39778.88,31048.33,68324.32,,,,,,31572.68,,48829.04,48829.04,48829.04,8600.37
Active Total Throughput (tokens/sec),15564.63,151.47,195316.16,,,,,,589.01,,63429.74,195316.16,195316.16,46374.99
Credit-to-Start Latency (ms),3.81,3.75,3.85,15.25,3.75,3.76,3.77,3.80,3.82,3.83,3.85,3.85,3.85,0.04
Decode Duration (ms),1721.62,1662.57,1787.78,6886.49,1662.93,1664.34,1666.11,1671.42,1718.07,1768.27,1779.97,1783.88,1787.00,54.10
E2E Output Token Throughput (tokens/sec/user),134.96,133.83,135.73,539.82,133.86,133.96,134.10,134.50,135.13,135.58,135.67,135.70,135.73,0.75
Effective Concurrency,3.95,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.40
Effective Decode Concurrency,3.60,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,1.07
Effective Decode Throughput (tokens/sec),529.10,0.00,874.56,,,,,,602.53,,647.02,662.81,707.48,203.44
Effective Decode Throughput Per User (tokens/sec/user),133.51,0.00,218.64,,,,,,150.80,,162.00,165.70,178.39,49.66
Effective Latency (CO-aware) (ms),1898.63,1884.76,1911.73,7594.52,1884.98,1885.85,1886.94,1890.22,1899.01,1907.42,1910.01,1910.87,1911.56,10.74
Effective Prefill Concurrency,0.35,0.00,4.00,,,,,,0.00,,2.00,4.00,4.00,1.01
Effective Prefill Throughput (tokens/sec),14941.96,0.00,195316.16,,,,,,0.00,,63145.37,195316.16,195316.16,46396.21
