Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),6.51,5.64,7.61,104.20,5.65,5.66,5.80,6.15,6.49,6.92,7.08,7.26,7.54,0.54
HTTP Total Time (ms),4174.97,4105.91,4212.02,66799.50,4108.80,4120.33,4130.55,4147.71,4192.33,4204.75,4208.99,4211.54,4211.92,34.06
HTTP Waiting (TTFB) (ms),809.84,123.03,1577.58,12957.48,131.84,167.09,199.18,255.18,891.09,1405.39,1491.65,1577.26,1577.51,544.53
Input Sequence Length (tokens),7172.94,7172.00,7173.00,114767.00,7172.15,7172.75,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.24
Inter Chunk Latency (ms),13.51,2.02,456.97,53586.96,5.69,8.15,9.81,10.18,10.43,10.64,10.95,14.81,171.77,28.81
Inter Token Latency (ms),13.56,10.30,16.48,216.90,10.32,10.40,10.67,11.05,14.22,15.46,16.14,16.40,16.47,2.23
OSL Mismatch Diff % (%),-2.69,-25.00,0.00,-42.97,-22.42,-12.11,-5.47,-1.56,-0.59,0.00,0.00,0.00,0.00,6.06
Output Sequence Length (tokens),249.12,192.00,256.00,3986.00,198.60,225.00,242.00,252.00,254.50,256.00,256.00,256.00,256.00,15.52
Output Token Count (tokens),249.12,192.00,256.00,3986.00,198.60,225.00,242.00,252.00,254.50,256.00,256.00,256.00,256.00,15.52
Output Token Throughput Per User (tokens/sec/user),75.92,60.67,97.06,1214.65,60.73,60.99,61.99,64.70,70.44,90.47,93.77,96.20,96.89,13.12
Prefill Throughput Per User (tokens/sec/user),17474.91,4524.86,54992.12,279598.60,4524.97,4525.39,4799.92,5075.55,8276.42,27422.39,35030.44,42281.30,52449.96,14912.09
Request Latency (ms),4166.14,4096.66,4202.19,66658.27,4099.66,4111.64,4121.59,4139.23,4184.83,4196.01,4199.35,4202.10,4202.17,33.99
Time to First Output Token (ms),816.96,130.44,1585.24,13071.30,139.15,174.02,206.29,262.03,897.46,1413.22,1499.26,1585.06,1585.21,544.80
Time to First Token (ms),816.96,130.44,1585.24,13071.30,139.15,174.02,206.29,262.03,897.46,1413.22,1499.26,1585.06,1585.21,544.80
Time to Second Token (ms),126.78,2.02,348.90,2028.41,2.02,2.05,2.72,12.35,31.73,211.95,348.82,348.88,348.90,139.22
Tokens In Flight (tokens),114710.96,0.00,118624.91,,,,,,115493.70,,117991.05,118302.47,118568.83,9518.94

Metric,Value
Benchmark Duration (sec),4.20
Input Token Throughput (tokens/sec),27230.38
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),945.74
Request Count,16.00
Request Throughput (requests/sec),3.80
Total Input Sequence Length (tokens),114767.00
Total Output Sequence Length (tokens),3986.00
Total Output Tokens (tokens),3986.00
Total Token Throughput (tokens/sec),28176.13
