system,workload,concurrency,e2e_ms_avg,e2e_ms_max,e2e_ms_min,e2e_ms_p50,e2e_ms_p90,e2e_ms_p95,e2e_ms_p99,itl_ms_avg,itl_ms_max,itl_ms_min,itl_ms_p50,itl_ms_p90,itl_ms_p95,itl_ms_p99,out_tok_per_s_avg,out_tok_per_s_per_user_avg,out_tok_per_s_per_user_max,out_tok_per_s_per_user_min,out_tok_per_s_per_user_p50,out_tok_per_s_per_user_p90,out_tok_per_s_per_user_p95,out_tok_per_s_per_user_p99,req_per_s_avg,ttft_ms_avg,ttft_ms_max,ttft_ms_min,ttft_ms_p50,ttft_ms_p90,ttft_ms_p95,ttft_ms_p99
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,1,4444.36572185,4610.7066669999995,490.755359,4579.7349575,4582.5930758,4586.1464733,4592.886289810001,5.074651704635129,39.34858854782609,4.408704963276836,4.458570644827585,4.62022211131386,5.768692388252544,18.23991058288873,206.15670292417764,216.29373538066903,226.82397854465066,25.413872184628776,224.2871269914537,225.5130942069062,225.7079607878799,226.269351156413,0.21723572489375936,55.70137386,76.73942199999999,53.094345,54.720315,58.0099013,61.39145944999999,67.05427477000005
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,16,5583.79075882,5703.14298,3000.240493,5657.1188489999995,5693.6264652,5702.7786316,5703.084673949999,5.474785953129761,13.013812830769231,4.647652482552343,5.2219167076626976,5.43726010732824,7.063169785410773,10.809426499730383,2512.4455816277473,186.77414790578305,215.16238654978605,76.84143094755814,191.50068994313085,196.489368055486,196.93089934995294,214.5270855513296,2.5663124805954456,355.70775446,513.777684,86.500002,394.5264295,496.737259,508.17879915,508.64248668
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,2,4586.73596172,4686.2778419999995,1007.2893819999999,4655.193936,4659.2724593,4663.23208465,4683.0288501,5.070973117278937,20.504976869955154,4.435851309210527,4.509347573232851,4.6260644675671205,7.799651946282998,17.480949981867507,407.94291399432745,211.6761109991221,225.4358702068342,48.768648038089054,221.761570562121,222.85254546322275,223.10252467448473,223.54933634772252,0.4273846413283543,79.05069540000001,113.825525,63.630598,80.326537,86.7344957,89.71597884999998,97.42812629000008
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,3,4620.99042559,4767.595323,1453.3674429999999,4739.792783,4747.149119199999,4750.1930162,4767.32288886,4.816995210385207,12.023396132467532,4.422649381231671,4.572052253921568,4.676090335759401,6.2070877276782515,8.845064103063823,593.2874178402553,212.4454833795867,226.1088125691547,83.17117634506252,218.7201606527387,220.47377002965808,221.06689219800052,222.06813475475911,0.6179176139315675,101.08263733,134.26324599999998,56.882286,109.1779115,116.77513540000001,122.76005065,134.13637057
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,32,7671.203237507812,7773.868399,1604.4067949999999,7706.5107515,7768.605154299999,7770.1662417,7771.76054647,7.697304847330235,20.32350676033058,6.274806578947368,7.091547079456085,8.871388462085909,13.335018518629115,17.45838074889084,3954.266671157508,135.79558674143527,159.36746215494585,49.204106938468826,141.01302388292675,148.9678854792271,149.66903819180226,150.5469200419595,4.124062037873063,599.8424586953124,929.357144,118.78569399999999,612.5262335,918.9179702,921.4140415499999,926.2444892599999
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,4,4749.2353396299995,4848.79052,1577.603185,4809.973075,4822.2513316,4823.88937715,4848.4177562899995,4.83872508009781,10.377457876923076,4.543973151898734,4.604038777393879,4.704769012516348,5.887131371296474,9.21465960898663,805.4256031148849,210.80446657374915,220.07172282304137,96.36271347569185,217.2006032989498,218.75203925446388,219.1424790875843,220.03002861199113,0.8273248930334811,133.73691689,184.777401,78.08841799999999,143.691067,158.75070549999998,160.31978515,184.61130474
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,6,5189.8853895,5273.142981999999,1837.9413519999998,5249.2844175,5264.7339194,5269.9912283,5270.98001416,5.413301005468394,12.876307739795918,4.57849765750736,4.964852852063686,5.263125588931246,9.553807965394864,11.906358287185197,1079.0657184640622,192.49285088816612,218.41225546119927,77.66201462468692,201.4158399558661,202.56295401024286,203.9779909167665,217.78653152578687,1.1203971700678657,186.74285841,229.204007,85.44827699999999,205.7675645,216.10994469999997,222.51817995,228.18397930999998
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,64,10322.762736367187,10912.263663,2615.017542,10460.253058,10565.8168785,10764.844535,10900.2956566,10.260207516503849,28.95257086068111,8.446660217221135,9.363303647329019,11.633560471735537,16.448022091687626,27.34133062520992,5835.876932643702,102.23198679463293,118.3899877920021,34.53924712979616,106.79991168476228,114.18104729204751,115.66688744591812,117.47053704024329,6.098543089294324,972.624650984375,1840.422517,79.847675,982.9838209999999,1641.2011054999998,1720.5572372499998,1838.0629017499998
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,agent,8,5070.433243649999,5167.095898,3737.0851509999998,5101.900067,5130.6334041,5166.301932949999,5166.79737934,5.00289546604625,12.915229781333332,4.611173272727272,4.79152559248269,4.933000062685982,5.306452160619586,9.040968759072344,1487.5217703780284,203.53061036183593,216.86454636491055,77.42796813768827,208.70179798460794,210.68094729275592,211.0789837316527,216.66468317091798,1.5046750661319324,216.41775384,311.94918,83.413765,232.966927,286.8619268,311.4744343,311.88555072
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,1,610.1310451,640.7547519999999,212.039899,613.623625,616.5182462999999,618.8295671,621.8591051200001,4.44294800059724,5.139854741935484,4.385403102362204,4.418056799212598,4.489637497561291,4.526079860483871,4.597510844140668,204.17263115461202,225.14140620107287,228.0292088682448,194.5580274557401,226.34385329385876,226.91984928428656,227.1105859593713,227.82103530371353,1.6140128945028618,53.24563712,80.003468,39.970585,53.002815999999996,54.2090257,55.2424016,57.12482738000012
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,128,4834.237431945312,7350.66287,3368.582082,4814.971738,5923.0407866000005,6536.077511899999,7157.224336279999,25.671003080400503,37.357927158730156,10.912715559055117,27.971405234612902,33.83069497795275,35.35837263503937,36.67947244070866,3350.4818316207943,43.05833144326398,91.63621965480657,26.76808045990074,35.75243448649263,67.67447298500613,82.3858799382308,91.04085269710762,26.34002330507849,1597.1148217792968,3525.434969,103.552122,1336.321618,2974.7172354,3386.90879155,3521.54678096
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,16,1118.63848768,1175.200457,722.615356,1124.9443915,1170.0240455,1174.67054255,1175.1106541,5.764483018462045,8.21805694736842,4.57264253543307,5.123389515227242,6.56949090967613,7.734795427559055,7.985700530449295,1665.5403365603283,177.77923711590836,218.69192534755854,121.6832648403853,195.18734742436635,203.84914886707335,204.57266711020722,218.63409509038914,13.174658571114763,397.8497617,547.417417,81.690783,361.03746,531.9855516,546.8134173,547.1022604
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,2,657.25107234,686.379475,634.810392,658.0871334999999,665.27222,675.3408039,682.78256344,4.596273005903976,6.489329298850574,4.466630362204723,4.58685955511811,4.669016621272131,4.6915775875,4.922690291609203,382.4891840212627,217.8911174241842,223.88241670089775,154.09913011767262,218.01408859218589,223.2566517549175,223.45139073348957,223.65702502592268,3.015762706152036,79.72406987999999,117.90423,64.734799,79.84732799999999,93.3424874,93.80801279999999,98.70489369000009
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,3,684.58905777,709.717909,592.5009269999999,684.566558,694.4027973,697.75408725,709.5007485399999,4.651591623256117,5.015740696721312,4.420113937007874,4.550506606299212,4.855249959242594,4.931569554687097,4.984807529406237,541.8279145869423,215.20871761262777,226.2385120047231,199.37234806689264,219.75575317354654,221.048376699143,221.24046203787879,221.82657269778716,4.260658288801936,97.84234760999999,132.916696,62.446273,106.5462495,117.1160764,121.6435114,132.68066614
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,32,1712.0314173046875,1757.166506,1682.3320939999999,1715.62149,1741.8639132,1755.9576632,1756.8380407799998,8.616892013476871,12.342256216,6.163231842519685,8.398263948818897,11.130514453543308,11.558651088188975,12.207874056062993,2369.079659996155,121.35591215379972,162.25253658333494,81.02246319466619,119.07222961705382,156.51032426520345,159.69241243134636,161.7526502064376,18.595829795763034,622.88124178125,962.303646,155.470809,629.8451765,910.7812363999999,960.5421243,962.2410777
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,4,717.9212665399999,747.018976,709.105741,716.0837174999999,726.3327867999999,729.61360425,746.85122347,4.717980899981717,5.652132327433628,4.549286952755906,4.5785261220472435,5.069681822834645,5.084422693823622,5.2067979449816555,702.788114858342,212.4320036364883,219.81466774572473,176.92437863606312,218.41110704905435,219.33182148380664,219.5060558404121,219.80067399451838,5.526367184543069,122.84679399999999,166.875572,71.997725,135.4061705,142.2791675,149.5844359,166.75466726
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,6,814.5128422,850.173546,726.7377419999999,813.689483,834.8715688999999,844.2535849999999,849.83136933,5.114417981884556,5.870606975806451,4.564281724409449,5.071682940944882,5.727154410236221,5.7431870208661415,5.833224298798064,914.7545515835516,196.2756335216585,219.09252328840094,170.34013759073505,197.1732089750722,206.662646809632,209.43587094244893,219.07200790697465,7.180177013999621,168.12111939,235.518769,82.287149,169.270537,221.0136135,222.63748109999995,235.20423906999997
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,64,2685.5155781054686,2717.406732,2620.248446,2690.240605,2703.0792275,2704.9439835,2709.0720716999995,13.14078023952185,37.75737516393442,7.288292149606299,13.250602464566928,18.20757096062992,18.671443121387096,19.52204860722606,3017.0270502760427,83.24756465161943,137.2063549968998,26.484891909414106,75.46826664799744,129.5554887209251,133.9209378764499,137.01985386298188,23.71891179776639,1032.9972616914063,1763.176644,179.491336,1008.1614695,1733.9827759999998,1747.1889185,1757.99928835
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,batch,8,862.5491119899999,896.979374,724.66562,869.8193205,878.7519777,896.6111762999999,896.9145230599999,5.02477477841772,6.681469404494382,4.558974094488188,4.891289769417323,5.979248892913386,6.02545435,6.109788748926837,1132.0361430200273,200.42455988932167,219.3475942776254,149.6676762939805,204.44602967250987,213.95533921759957,214.18893431737334,219.32418124634114,8.897556732060263,228.89816837,303.429066,86.941014,248.31183449999997,283.0052295,303.0557018,303.35231823
nim-mf-vllm-8b-text-h100-fp8w-fp8kv-tp1-len8192,chat,1,1152.0243344799999,1176.2560919999999,590.605654,1160.761656,1164.8199011,1167.9974020999998,1172.2921062599999,4.422275601029651,5.080701486363636,4.335493592156863,4.410009341897233,4.489104398173339,4.518941788491618,4.673111025156525,214.73121576875144,226.20131750992968,230.65424472291988,196.82321480290722,226.756889514379,228.56895584151226,228.71727451063597,229.99622565803173,0.8546175904192925,45.6648789,59.471135,42.357952,44.75649,49.170023,51.090053,57.786650990000005
