Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to First Output Token (ms),341.30,223.92,380.75,1365.20,228.60,247.34,270.75,340.99,380.26,380.57,380.68,380.71,380.74,67.77
Time to First Token (ms),341.30,223.92,380.75,1365.20,228.60,247.34,270.75,340.99,380.26,380.57,380.68,380.71,380.74,67.77
Time to Second Token (ms),44.70,7.61,155.32,178.82,7.61,7.63,7.65,7.72,7.95,44.93,111.17,133.25,150.91,63.87
Tokens In Flight (tokens),28927.88,0.00,29699.00,,,,,,29089.00,,29579.00,29639.00,29687.00,2168.19

Metric,Value
Benchmark Duration (sec),2.19
Input Token Throughput (tokens/sec),13041.53
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),459.08
Request Count,4.00
Request Throughput (requests/sec),1.82
Total Input Sequence Length (tokens),28692.00
Total Output Sequence Length (tokens),1010.00
Total Output Tokens (tokens),1010.00
Total Token Throughput (tokens/sec),13500.61
