Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Input Sequence Length (tokens),515.94,515.00,516.00,8255.00,515.15,515.75,516.00,516.00,516.00,516.00,516.00,516.00,516.00,0.24
Inter Chunk Latency (ms),6.38,2.28,65.87,25890.61,4.41,5.06,5.43,5.88,6.33,6.76,7.21,7.61,9.11,1.43
Inter Token Latency (ms),6.39,6.32,6.66,102.26,6.32,6.32,6.32,6.34,6.36,6.40,6.48,6.55,6.64,0.09
OSL Mismatch Diff % (%),-0.71,-1.95,0.00,-11.33,-1.89,-1.66,-1.37,-1.17,-0.59,-0.29,0.00,0.00,0.00,0.59
Output Sequence Length (tokens),254.19,251.00,256.00,4067.00,251.15,251.75,252.50,253.00,254.50,255.25,256.00,256.00,256.00,1.51
Output Token Count (tokens),254.19,251.00,256.00,4067.00,251.15,251.75,252.50,253.00,254.50,255.25,256.00,256.00,256.00,1.51
Output Token Throughput Per User (tokens/sec/user),156.48,150.13,158.24,2503.75,150.64,152.71,154.28,156.32,157.23,157.75,158.13,158.21,158.23,2.05
Prefill Throughput Per User (tokens/sec/user),3590.73,3277.57,5696.58,57451.61,3279.76,3288.52,3295.15,3302.38,3396.04,3415.05,4111.77,5013.49,5559.96,646.41
Request Latency (ms),1765.16,1755.30,1769.58,28242.55,1756.27,1760.12,1762.11,1762.99,1764.92,1768.03,1768.78,1769.14,1769.49,3.58
Time to First Output Token (ms),147.00,90.58,157.43,2351.94,93.17,103.51,128.96,151.10,151.94,156.02,156.59,156.91,157.33,18.48
Time to First Token (ms),147.00,90.58,157.43,2351.94,93.17,103.51,128.96,151.10,151.94,156.02,156.59,156.91,157.33,18.48
Time to Second Token (ms),12.18,4.57,65.87,194.86,4.61,4.77,4.86,5.10,7.02,7.52,24.77,47.64,62.23,16.32
Tokens In Flight (tokens),10010.91,0.00,12300.03,,,,,,10080.86,,11850.82,12075.42,12253.11,1563.94

Metric,Value
Benchmark Duration (sec),1.77
Input Token Throughput (tokens/sec),4620.41
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),2276.34
Request Count,16.00
Request Throughput (requests/sec),8.96
Total Input Sequence Length (tokens),8255.00
Total Output Sequence Length (tokens),4067.00
Total Output Tokens (tokens),4067.00
Total Token Throughput (tokens/sec),6896.76
