Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Sent (KB),2.25,2.09,2.33,9.00,2.10,2.12,2.15,2.24,2.29,2.30,2.32,2.32,2.33,0.09
HTTP DNS Lookup (ms),3.97,3.84,4.07,15.87,3.85,3.86,3.87,3.91,3.98,4.04,4.06,4.06,4.07,0.09
HTTP Duration (excl. conn) (ms),1604.10,1590.71,1614.90,6416.41,1590.90,1591.65,1592.59,1595.42,1605.40,1614.09,1614.57,1614.74,1614.86,10.50
HTTP Receiving (ms),1536.14,1533.35,1538.43,6144.56,1533.39,1533.57,1533.79,1534.44,1536.39,1538.09,1538.29,1538.36,1538.41,2.13
HTTP Sending (ms),7.01,6.46,7.30,28.03,6.48,6.55,6.63,6.88,7.13,7.26,7.29,7.30,7.30,0.33
HTTP Total Time (ms),1614.00,1599.95,1625.16,6456.01,1600.17,1601.04,1602.13,1605.39,1615.45,1624.07,1624.72,1624.94,1625.11,10.75
HTTP Waiting (TTFB) (ms),60.95,50.90,69.22,243.82,51.02,51.49,52.09,53.88,61.85,68.92,69.10,69.16,69.21,8.19
Input Sequence Length (tokens),516.00,516.00,516.00,2064.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,0.00
Inter Chunk Latency (ms),6.04,2.27,11.95,6138.95,4.36,5.21,5.42,5.75,6.04,6.34,6.58,6.76,7.58,0.68
Inter Token Latency (ms),6.05,6.02,6.10,24.19,6.02,6.02,6.02,6.02,6.04,6.06,6.09,6.09,6.10,0.03
OSL Mismatch Diff % (%),-0.49,-1.56,0.00,-1.95,-1.53,-1.39,-1.21,-0.68,-0.20,0.00,0.00,0.00,0.00,0.64
Output Sequence Length (tokens),254.75,252.00,256.00,1019.00,252.09,252.45,252.90,254.25,255.50,256.00,256.00,256.00,256.00,1.64
Output Token Count (tokens),254.75,252.00,256.00,1019.00,252.09,252.45,252.90,254.25,255.50,256.00,256.00,256.00,256.00,1.64
Output Token Throughput Per User (tokens/sec/user),165.34,163.85,166.21,661.35,163.90,164.08,164.30,164.96,165.64,166.02,166.13,166.17,166.20,0.91
Prefill Throughput Per User (tokens/sec/user),7638.51,6696.06,8899.86,30554.02,6697.52,6703.39,6710.73,6732.73,7479.05,8384.83,8693.85,8796.85,8879.26,949.72
Request Latency (ms),1603.33,1589.82,1613.58,6413.31,1590.04,1590.91,1592.00,1595.26,1604.96,1613.03,1613.36,1613.47,1613.55,10.21
Time to First Output Token (ms),68.59,57.98,77.06,274.37,58.12,58.71,59.43,61.61,69.66,76.64,76.89,76.98,77.04,8.37
Time to First Token (ms),68.59,57.98,77.06,274.37,58.12,58.71,59.43,61.61,69.66,76.64,76.89,76.98,77.04,8.37
Time to Second Token (ms),3.91,3.29,4.45,15.64,3.31,3.37,3.45,3.70,3.95,4.16,4.34,4.39,4.44,0.42
Tokens In Flight (tokens),2519.03,0.00,3074.00,,,,,,2536.53,,2966.11,3020.06,3062.01,381.84

Metric,Value
Benchmark Duration (sec),1.61
Input Token Throughput (tokens/sec),1268.88
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),626.45
Request Count,4.00
Request Throughput (requests/sec),2.46
Total Input Sequence Length (tokens),2064.00
Total Output Sequence Length (tokens),1019.00
Total Output Tokens (tokens),1019.00
Total Token Throughput (tokens/sec),1895.32
