Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Token Latency (ms),24.82,15.12,35.39,794.19,15.13,15.55,16.61,19.46,25.05,29.84,32.63,35.05,35.34,6.24
OSL Mismatch Diff % (%),-1.98,-33.20,0.00,-63.28,-25.09,-5.53,-2.34,-1.17,-0.59,0.00,0.00,0.00,0.00,5.79
Output Sequence Length (tokens),250.94,171.00,256.00,8030.00,191.77,241.85,250.00,253.00,254.50,256.00,256.00,256.00,256.00,14.81
Output Token Count (tokens),250.94,171.00,256.00,8030.00,191.77,241.85,250.00,253.00,254.50,256.00,256.00,256.00,256.00,14.81
Output Token Throughput Per User (tokens/sec/user),43.13,28.26,66.14,1380.08,28.29,28.53,30.65,33.51,39.92,51.42,60.21,64.33,66.08,11.56
Prefill Throughput Per User (tokens/sec/user),3677.19,1300.87,21040.47,117670.18,1301.31,1328.38,1359.35,1638.85,2307.91,3870.14,7343.35,9183.00,17977.71,3820.87
Request Latency (ms),9281.42,8913.86,9363.89,297005.46,8998.45,9199.62,9213.73,9245.10,9300.51,9337.51,9352.30,9361.93,9363.75,83.55
Time to First Output Token (ms),3111.14,340.91,5513.24,99556.33,434.47,810.72,985.62,1863.54,3117.60,4381.64,5278.86,5401.53,5511.59,1544.14
Time to First Token (ms),3111.14,340.91,5513.24,99556.33,434.47,810.72,985.62,1863.54,3117.60,4381.64,5278.86,5401.53,5511.59,1544.14
Time to Second Token (ms),325.04,10.22,676.65,10401.38,13.12,117.71,209.31,319.49,332.16,341.93,351.79,493.10,672.80,121.11
Tokens In Flight (tokens),229121.80,0.00,237288.46,,,,,,229687.13,,235415.90,236355.16,237115.59,17632.08

Metric,Value
Benchmark Duration (sec),9.37
Input Token Throughput (tokens/sec),24470.88
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),856.09
Request Count,32.00
Request Throughput (requests/sec),3.41
Total Input Sequence Length (tokens),229532.00
Total Output Sequence Length (tokens),8030.00
Total Output Tokens (tokens),8030.00
Total Token Throughput (tokens/sec),25326.97
