Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),1562.62,1560.92,1567.59,6250.47,1560.92,1560.92,1560.93,1560.95,1560.98,1562.65,1565.62,1566.60,1567.39,2.87
HTTP Sending (ms),6.90,6.35,7.22,27.60,6.37,6.45,6.55,6.84,7.01,7.08,7.16,7.19,7.22,0.33
HTTP Total Time (ms),1703.99,1699.84,1705.79,6815.98,1699.99,1700.63,1701.42,1703.80,1705.18,1705.37,1705.62,1705.71,1705.77,2.41
HTTP Waiting (TTFB) (ms),124.65,115.32,128.49,498.59,115.68,117.13,118.93,124.35,127.39,127.69,128.17,128.33,128.46,5.40
Input Sequence Length (tokens),516.00,516.00,516.00,2064.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,516.00,0.00
Inter Chunk Latency (ms),6.15,0.79,12.55,6250.03,1.01,5.71,5.89,6.02,6.13,6.26,6.43,6.79,11.33,1.20
Inter Token Latency (ms),6.13,6.07,6.17,24.51,6.07,6.08,6.09,6.11,6.13,6.15,6.16,6.17,6.17,0.04
OSL Mismatch Diff % (%),0.00,-0.78,0.78,0.00,-0.76,-0.66,-0.55,-0.20,0.00,0.20,0.55,0.66,0.76,0.55
Output Sequence Length (tokens),256.00,254.00,258.00,1024.00,254.06,254.30,254.60,255.50,256.00,256.50,257.40,257.70,257.94,1.41
Output Token Count (tokens),256.00,254.00,258.00,1024.00,254.06,254.30,254.60,255.50,256.00,256.50,257.40,257.70,257.94,1.41
Output Token Throughput Per User (tokens/sec/user),163.20,162.09,164.66,652.80,162.10,162.18,162.26,162.53,163.03,163.69,164.27,164.47,164.62,0.96
Prefill Throughput Per User (tokens/sec/user),3911.26,3809.64,4197.25,15645.03,3809.86,3810.73,3811.83,3815.10,3819.07,3915.23,4084.44,4140.84,4185.97,165.17
Request Latency (ms),1694.66,1690.41,1696.25,6778.63,1690.58,1691.23,1692.06,1694.52,1695.99,1696.13,1696.20,1696.23,1696.25,2.45
Time to First Output Token (ms),132.15,122.94,135.45,528.61,123.30,124.75,126.57,132.01,135.11,135.25,135.37,135.41,135.44,5.32
Time to First Token (ms),132.15,122.94,135.45,528.61,123.30,124.75,126.57,132.01,135.11,135.25,135.37,135.41,135.44,5.32
Time to Second Token (ms),3.76,0.79,12.55,15.04,0.79,0.80,0.80,0.82,0.85,3.78,9.04,10.80,12.20,5.08
Tokens In Flight (tokens),2517.26,0.00,3084.99,,,,,,2526.35,,2973.67,3028.82,3072.95,376.30

Metric,Value
Benchmark Duration (sec),1.70
Input Token Throughput (tokens/sec),1208.35
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),599.49
Request Count,4.00
Request Throughput (requests/sec),2.34
Total Input Sequence Length (tokens),2064.00
Total Output Sequence Length (tokens),1024.00
Total Output Tokens (tokens),1024.00
Total Token Throughput (tokens/sec),1807.85
