Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Input Sequence Length (tokens),7172.84,7172.00,7173.00,459062.00,7172.00,7172.00,7172.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.36
Inter Chunk Latency (ms),24.75,0.00,686.37,401357.20,8.93,10.85,11.90,13.76,15.67,17.63,19.81,21.44,346.00,57.20
Inter Token Latency (ms),24.79,15.28,36.26,1586.46,15.32,15.54,15.81,19.80,24.70,30.00,32.54,33.99,35.62,6.09
OSL Mismatch Diff % (%),-0.78,-4.30,0.00,-49.61,-3.56,-2.34,-1.84,-1.17,-0.78,0.00,0.00,0.00,0.00,0.87
Output Sequence Length (tokens),254.02,245.00,256.00,16257.00,246.89,250.00,251.30,253.00,254.00,256.00,256.00,256.00,256.00,2.23
Output Token Count (tokens),254.02,245.00,256.00,16257.00,246.89,250.00,251.30,253.00,254.00,256.00,256.00,256.00,256.00,2.23
Output Token Throughput Per User (tokens/sec/user),43.06,27.58,65.44,2755.84,28.08,29.42,30.73,33.33,40.48,50.51,63.25,64.34,65.29,11.37
Prefill Throughput Per User (tokens/sec/user),3715.33,1258.18,22417.29,237781.16,1262.15,1269.37,1320.23,1611.54,2289.44,3863.23,7559.23,10837.02,22404.82,4043.46
Request Latency (ms),9421.84,9160.18,9651.41,602997.49,9167.97,9194.53,9211.06,9277.79,9466.03,9579.73,9626.21,9633.16,9649.92,162.53
Time to First Output Token (ms),3150.63,319.98,5700.29,201640.29,320.15,676.11,948.91,1867.23,3139.51,4453.46,5433.15,5650.85,5682.92,1589.44
Time to First Token (ms),3150.63,319.98,5700.29,201640.29,320.15,676.11,948.91,1867.23,3139.51,4453.46,5433.15,5650.85,5682.92,1589.44
Time to Second Token (ms),309.87,14.02,681.89,19831.48,15.41,18.61,37.17,323.69,337.05,346.59,357.38,358.57,681.13,123.71
Tokens In Flight (tokens),451162.10,0.00,474166.90,,,,,,459351.64,,470288.89,472221.93,473766.53,54626.03

Metric,Value
Benchmark Duration (sec),9.65
Input Token Throughput (tokens/sec),47510.35
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),1682.51
Request Count,64.00
Request Throughput (requests/sec),6.62
Total Input Sequence Length (tokens),459062.00
Total Output Sequence Length (tokens),16257.00
Total Output Tokens (tokens),16257.00
Total Token Throughput (tokens/sec),49192.86
