Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Token Count (tokens),254.50,253.00,256.00,509.00,253.03,253.15,253.30,253.75,254.50,255.25,255.70,255.85,255.97,1.50
Output Token Throughput Per User (tokens/sec/user),157.41,157.37,157.44,314.81,157.37,157.38,157.38,157.39,157.41,157.42,157.43,157.43,157.44,0.03
Prefill Throughput Per User (tokens/sec/user),54320.48,22536.09,86104.86,108640.95,23171.78,25714.53,28892.97,38428.28,54320.48,70212.67,79747.98,82926.42,85469.17,31784.38
Request Latency (ms),1811.29,1683.94,1938.65,3622.59,1686.48,1696.67,1709.41,1747.62,1811.29,1874.97,1913.18,1925.92,1936.10,127.36
Time to First Output Token (ms),200.80,83.31,318.29,401.59,85.66,95.05,106.80,142.05,200.80,259.54,294.79,306.54,315.94,117.49
Time to First Token (ms),200.80,83.31,318.29,401.59,85.66,95.05,106.80,142.05,200.80,259.54,294.79,306.54,315.94,117.49
Time to Second Token (ms),4.91,3.43,6.39,9.82,3.46,3.58,3.73,4.17,4.91,5.65,6.09,6.24,6.36,1.48
Tokens In Flight (tokens),13533.73,0.00,14815.00,,,,,,14508.00,,14753.00,14783.00,14809.00,2629.59

Metric,Value
Benchmark Duration (sec),1.94
Input Token Throughput (tokens/sec),7353.83
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),260.92
Request Count,2.00
Request Throughput (requests/sec),1.03
Total Input Sequence Length (tokens),14346.00
Total Output Sequence Length (tokens),509.00
Total Output Tokens (tokens),509.00
Total Token Throughput (tokens/sec),7614.75
