Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),5.84,0.83,26.69,374.06,0.85,0.89,1.27,2.20,5.64,8.21,9.03,10.76,25.48,5.02
HTTP Total Time (ms),2942.07,2903.66,3000.75,188292.34,2910.52,2918.07,2921.61,2932.28,2942.82,2953.01,2959.60,2961.58,2981.84,15.43
HTTP Waiting (TTFB) (ms),523.63,52.52,608.44,33512.08,80.85,149.06,151.59,572.21,579.43,599.62,601.10,606.66,608.34,161.05
Input Sequence Length (tokens),515.84,515.00,516.00,33014.00,515.00,515.00,515.00,516.00,516.00,516.00,516.00,516.00,516.00,0.36
Inter Chunk Latency (ms),9.51,0.46,424.37,153673.40,5.29,6.18,8.11,8.72,9.13,9.55,10.02,12.29,17.17,10.00
Inter Token Latency (ms),9.49,9.11,11.34,607.42,9.11,9.14,9.15,9.18,9.25,9.33,10.87,11.00,11.27,0.62
OSL Mismatch Diff % (%),-0.78,-10.16,0.00,-49.61,-5.97,-2.34,-1.84,-1.17,-0.39,0.00,0.00,0.00,0.00,1.42
Output Sequence Length (tokens),254.02,230.00,256.00,16257.00,240.71,250.00,251.30,253.00,255.00,256.00,256.00,256.00,256.00,3.63
Output Token Count (tokens),254.02,230.00,256.00,16257.00,240.71,250.00,251.30,253.00,255.00,256.00,256.00,256.00,256.00,3.63
Output Token Throughput Per User (tokens/sec/user),105.76,88.17,109.74,6768.92,88.70,90.93,91.97,107.24,108.14,108.93,109.23,109.43,109.74,6.12
Prefill Throughput Per User (tokens/sec/user),1344.68,831.52,8676.89,86059.67,832.09,843.78,845.40,852.29,877.10,896.50,3275.36,3385.62,6269.76,1336.74
Request Latency (ms),2931.00,2682.06,2955.48,187583.77,2816.20,2906.85,2918.18,2928.05,2936.60,2942.75,2946.27,2950.41,2954.02,33.37
Time to First Output Token (ms),529.85,59.47,620.55,33910.37,88.95,152.36,157.54,575.02,588.35,605.41,609.80,611.46,620.13,161.32
Time to First Token (ms),529.85,59.47,620.55,33910.37,88.95,152.36,157.54,575.02,588.35,605.41,609.80,611.46,620.13,161.32
Time to Second Token (ms),57.65,5.51,424.17,3689.91,5.56,5.67,10.43,10.68,20.19,29.89,51.74,423.22,424.03,118.25
Tokens In Flight (tokens),39120.43,0.00,49049.48,,,,,,39069.25,,47113.21,48128.44,48813.95,6416.07

Metric,Value
Benchmark Duration (sec),2.96
Input Token Throughput (tokens/sec),11111.76
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),5471.74
Request Count,64.00
Request Throughput (requests/sec),21.54
Total Input Sequence Length (tokens),33014.00
Total Output Sequence Length (tokens),16257.00
Total Output Tokens (tokens),16257.00
Total Token Throughput (tokens/sec),16583.50
