Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Chunk Latency (ms),6.54,0.00,28.29,52989.02,2.79,3.89,4.52,5.51,6.50,7.49,8.51,9.16,11.16,1.75
Inter Token Latency (ms),6.54,6.49,6.62,209.17,6.49,6.49,6.49,6.49,6.52,6.57,6.60,6.61,6.62,0.04
OSL Mismatch Diff % (%),-0.65,-1.95,0.00,-20.70,-1.95,-1.74,-1.56,-1.17,-0.39,0.00,0.00,0.00,0.00,0.67
Output Sequence Length (tokens),254.34,251.00,256.00,8139.00,251.00,251.55,252.00,253.00,255.00,256.00,256.00,256.00,256.00,1.72
Output Token Count (tokens),254.34,251.00,256.00,8139.00,251.00,251.55,252.00,253.00,255.00,256.00,256.00,256.00,256.00,1.72
Output Token Throughput Per User (tokens/sec/user),152.99,151.08,154.18,4895.81,151.09,151.33,151.61,152.11,153.31,154.02,154.08,154.09,154.16,1.04
Prefill Throughput Per User (tokens/sec/user),2227.17,1840.57,2665.45,71269.42,1840.70,1842.30,1848.04,1851.61,2232.75,2588.63,2616.59,2626.88,2655.04,371.17
Request Latency (ms),1894.16,1847.50,1939.99,60613.15,1848.93,1852.12,1852.59,1854.86,1892.13,1934.01,1936.39,1938.09,1939.63,40.14
Time to First Output Token (ms),238.25,193.59,280.35,7624.13,194.35,196.43,197.20,199.33,236.03,278.58,279.21,280.08,280.33,39.68
Time to First Token (ms),238.25,193.59,280.35,7624.13,194.35,196.43,197.20,199.33,236.03,278.58,279.21,280.08,280.33,39.68
Time to Second Token (ms),5.05,3.12,12.22,161.49,3.15,3.26,3.48,4.24,4.93,5.48,5.99,6.98,10.95,1.64
Tokens In Flight (tokens),19546.00,0.00,24420.24,,,,,,19741.34,,23496.45,23940.92,24325.24,3287.84

Metric,Value
Benchmark Duration (sec),1.94
Input Token Throughput (tokens/sec),8464.30
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),4172.93
Request Count,32.00
Request Throughput (requests/sec),16.41
Total Input Sequence Length (tokens),16509.00
Total Output Sequence Length (tokens),8139.00
Total Output Tokens (tokens),8139.00
Total Token Throughput (tokens/sec),12637.23
