Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Connecting (ms),6.08,5.89,6.18,24.32,5.89,5.92,5.94,6.03,6.13,6.18,6.18,6.18,6.18,0.12
HTTP Connection Overhead (ms),10.09,9.72,10.32,40.34,9.73,9.78,9.83,9.98,10.15,10.25,10.30,10.31,10.32,0.23
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),79.06,78.36,79.49,316.23,78.38,78.45,78.55,78.83,79.19,79.42,79.46,79.48,79.49,0.45
HTTP Data Sent (KB),29.63,28.29,30.16,118.52,28.34,28.55,28.80,29.57,30.03,30.09,30.13,30.14,30.15,0.77
HTTP DNS Lookup (ms),4.00,3.84,4.15,16.02,3.84,3.86,3.88,3.95,4.02,4.07,4.12,4.13,4.14,0.11
HTTP Duration (excl. conn) (ms),1908.03,1893.38,1922.50,7632.12,1893.58,1894.37,1895.35,1898.32,1908.12,1917.83,1920.63,1921.57,1922.32,11.80
HTTP Receiving (ms),1698.56,1668.83,1778.64,6794.22,1668.94,1669.41,1670.00,1671.76,1673.38,1700.17,1747.25,1762.95,1775.50,46.28
HTTP Sending (ms),7.14,6.93,7.25,28.54,6.94,6.96,6.99,7.08,7.18,7.23,7.24,7.25,7.25,0.12
HTTP Total Time (ms),1918.11,1903.10,1932.57,7672.46,1903.32,1904.18,1905.26,1908.49,1918.39,1928.01,1930.75,1931.66,1932.39,11.89
HTTP Waiting (TTFB) (ms),202.34,130.41,246.54,809.35,132.87,142.71,155.01,191.92,216.20,226.62,238.57,242.56,245.75,43.42
Input Sequence Length (tokens),7173.00,7173.00,7173.00,28692.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.00
Inter Chunk Latency (ms),6.68,4.02,115.93,6789.41,4.99,5.78,5.96,6.25,6.53,6.85,7.17,7.40,8.33,3.51
Inter Token Latency (ms),6.68,6.55,7.00,26.73,6.55,6.55,6.55,6.56,6.59,6.71,6.89,6.94,6.99,0.19
OSL Mismatch Diff % (%),-0.39,-1.17,0.00,-1.56,-1.15,-1.05,-0.94,-0.59,-0.20,0.00,0.00,0.00,0.00,0.48
Output Sequence Length (tokens),255.00,253.00,256.00,1020.00,253.06,253.30,253.60,254.50,255.50,256.00,256.00,256.00,256.00,1.22
Output Token Count (tokens),255.00,253.00,256.00,1020.00,253.06,253.30,253.60,254.50,255.50,256.00,256.00,256.00,256.00,1.22
Output Token Throughput Per User (tokens/sec/user),149.75,142.82,152.66,599.02,143.07,144.07,145.33,149.11,151.77,152.42,152.56,152.61,152.65,4.04
Prefill Throughput Per User (tokens/sec/user),36043.21,28202.79,51881.53,144172.84,28301.11,28694.40,29186.02,30660.86,32044.26,37426.62,46099.56,48990.54,51303.33,9286.33
Request Latency (ms),1907.46,1893.87,1920.90,7629.83,1894.00,1894.53,1895.20,1897.18,1907.53,1917.80,1919.66,1920.28,1920.78,11.58
Time to First Output Token (ms),210.11,138.26,254.34,840.43,140.71,150.51,162.77,199.55,223.92,234.48,246.39,250.36,253.54,43.39
Time to First Token (ms),210.11,138.26,254.34,840.43,140.71,150.51,162.77,199.55,223.92,234.48,246.39,250.36,253.54,43.39
Time to Second Token (ms),36.43,7.39,115.93,145.72,7.39,7.39,7.40,7.42,11.20,40.21,85.64,100.79,112.90,46.01
Tokens In Flight (tokens),28747.12,0.00,29702.00,,,,,,29116.00,,29585.00,29644.00,29690.00,2894.97

Metric,Value
Benchmark Duration (sec),1.92
Input Token Throughput (tokens/sec),14831.69
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),527.27
Request Count,4.00
Request Throughput (requests/sec),2.07
Total Input Sequence Length (tokens),28692.00
Total Output Sequence Length (tokens),1020.00
Total Output Tokens (tokens),1020.00
Total Token Throughput (tokens/sec),15358.95
