system,workload,concurrency,e2e_ms_avg,e2e_ms_max,e2e_ms_min,e2e_ms_p50,e2e_ms_p90,e2e_ms_p95,e2e_ms_p99,itl_ms_avg,itl_ms_max,itl_ms_min,itl_ms_p50,itl_ms_p90,itl_ms_p95,itl_ms_p99,out_tok_per_s_avg,out_tok_per_s_per_user_avg,out_tok_per_s_per_user_max,out_tok_per_s_per_user_min,out_tok_per_s_per_user_p50,out_tok_per_s_per_user_p90,out_tok_per_s_per_user_p95,out_tok_per_s_per_user_p99,req_per_s_avg,ttft_ms_avg,ttft_ms_max,ttft_ms_min,ttft_ms_p50,ttft_ms_p90,ttft_ms_p95,ttft_ms_p99
artifacts_c03,agent,1,4538.64833244,4572.625253,3073.380971,4553.074982499999,4557.2044843,4562.7315383,4569.42478496,4.687074606409886,8.870542777120315,4.393374402616279,4.433498658430934,4.628417282266336,6.992543110333331,8.085107083369033,213.75313884433513,217.76546970017804,227.61547465758767,112.73267320003099,225.5554995561483,226.74089239967404,226.85126333051048,227.23244349870444,0.21857043114681082,51.98263512,68.61238399999999,44.773615,50.8864215,56.037539900000006,60.27778885,64.23180824000002
artifacts_c03,agent,128,21783.843864021484,24797.399714,4140.202948,23328.691776,23547.9939247,23966.213067499997,24591.12159232,11.694390256884388,52.98495012796208,8.647914719298244,11.098489534887797,11.533260102405846,15.412688604561462,24.54971408319209,5308.668665313059,87.9288406615265,115.63481283741744,18.873283783129647,90.10235103477473,91.57353847191384,97.66805047777633,102.13568113054569,5.471565285723777,10750.038528669922,13400.378893,201.895087,12054.962453,12282.4757912,12791.03346925,13392.234530049998
artifacts_c03,agent,16,5843.6097269599995,6079.104934,2439.041154,5996.441549,6073.150433899999,6075.8369901999995,6079.041203739999,5.748936785843526,16.888195231707314,4.639933478005864,5.582249555931574,5.787122652991646,6.422267505563491,8.848432115298765,2365.641422329491,177.53029758150535,215.52033121599337,59.21295829897299,179.13925024052466,184.49346681970516,188.97040346593408,213.44634746199176,2.4302870580742666,351.35285961,549.915084,53.196785999999996,368.31483,505.3249297,548.21416315,549.82985985
artifacts_c03,agent,4,4772.990146319999,4921.495583,1661.3503739999999,4878.930807,4888.66565,4891.68285585,4921.223182520001,5.034080989290383,12.419322026246718,4.5814584848484845,4.686458999011857,5.934093854880952,7.150795399871109,10.302950339937098,777.1425774641734,204.57244211763157,218.27110369048154,80.51969325592992,213.3807290378806,215.39572450838858,215.75617975660768,217.41003211534093,0.8159405506474602,125.74817988999999,180.21136099999998,77.550889,135.693287,144.19788150000002,149.5344592,179.94030098
artifacts_c03,agent,64,11635.191821851562,11762.266972,6964.495287,11699.596980999999,11724.8953255,11732.81477075,11737.7939526,11.287296317512595,39.32136570671378,9.543132137447405,10.590476941755643,11.809022682905047,15.67558052494447,25.73412786730792,5289.551000948184,91.7145592026694,104.7873995243117,25.431466634671306,94.4244540067261,100.80033477223259,102.08084516669098,102.57072054365628,5.448625319856816,1036.5133544062498,1790.093281,206.609566,969.1420254999999,1711.7733435,1746.44879625,1782.7967247499998
artifacts_c03,batch,1,609.62930889,643.42764,603.990011,608.6944765,611.6972318999999,617.80738415,620.95545675,4.413018569254085,4.817348655172414,4.296840377952756,4.3983350078740155,4.4654890312,4.498727584274194,4.548320738259043,207.25560667229658,226.63591246244727,232.7291479411328,207.5830652046109,227.35876151229465,228.0112485715232,228.17248201159165,230.3280300908234,1.6262994873846248,51.72224459,85.612488,48.761410999999995,50.4560695,55.4232957,60.95727845,62.24036505000012
artifacts_c03,batch,128,5236.843548607421,6973.974926999999,2742.722653,5479.0148,5705.4076066,6158.9061498500005,6770.307128449999,18.159440023718524,22.75883671568627,8.288352787401575,18.484442472440943,19.86555562913386,20.00864252559055,21.313646434740654,2951.867139026866,56.32378578020336,120.6512350101718,43.938976868301935,54.09954922804793,55.45005116661884,79.16071260041106,120.11461188961609,23.173198024865922,2942.645889892578,4490.65111,128.974897,3131.6570245,3359.3564395,3834.9445384,4461.0904634
artifacts_c03,batch,16,1115.0854168199999,1164.9897389999999,741.32636,1132.8238314999999,1146.4124685999998,1146.87617575,1164.8890243199999,6.07224686983886,7.941560748031495,4.589332047244094,5.842130357017872,7.401002268575519,7.681133241338581,7.852884468031497,1675.4710681873112,168.0796485499481,217.89663282274432,125.91983260316603,171.18324289766014,191.90084294829052,193.41971104210342,217.88149262633357,13.189569929837921,349.37971097,492.78630899999996,102.778167,385.4598125,473.6226613000001,485.12952344999997,492.58230762
artifacts_c03,batch,4,716.9593089199999,773.68269,586.685791,716.1909535,720.5220797000001,723.424359,773.64970023,4.723616837469191,5.230575147540984,4.499728322834645,4.593144913385827,5.042156303937008,5.104168534009677,5.194343520743702,702.0265081584192,212.1086431225922,222.23563918855453,191.18356429122778,217.71575278806444,218.6898225228923,221.8912184119504,222.23264471201742,5.522984093764608,121.40461318,192.04895399999998,70.998689,133.0187215,140.58520610000002,146.9675248,191.92172711999999
artifacts_c03,batch,64,2789.5990255234374,2823.1291579999997,2747.523656,2790.6856135,2812.9835915,2815.82535775,2819.3582259,14.054186620508238,26.101548470588234,8.265449527559054,14.12687931871016,19.157452987263184,19.520344261811026,20.12085988502857,2908.6080342101154,76.72363943897251,120.9855551916145,38.31190326224594,70.7875684003609,110.769634640958,118.53600569971465,120.66981074979054,22.835699596951255,1015.7931667265625,1757.8266119999998,133.191856,1007.0916615,1663.4733655,1722.9212082499998,1749.9087514999999
artifacts_c03,chat,1,1156.31582132,1166.8092669999999,909.083227,1157.571369,1163.7660887999998,1165.77188725,1166.20929136,4.41007401062573,4.713208810126582,4.357770176470588,4.3937316719367585,4.464363887148594,4.494389913229629,4.691328001392406,216.7966739575402,226.80200609447985,229.4751580520275,212.16967893538822,227.5969664717666,229.39675874613647,229.42059581122788,229.46857628938162,0.8569377206907001,45.219006639999996,54.107873999999995,39.822296,43.912047,51.1005941,51.858715049999994,53.093337840000004
artifacts_c03,chat,128,5065.363245230468,6000.557612,2122.8250479999997,5378.372502499999,5521.3344486999995,5592.092406149999,5823.466792529999,9.315915935614035,13.205103302158273,7.19690602745098,9.237217256931949,10.116772718636044,10.290471479960317,10.563075709099591,5980.2399661617865,107.87250932681816,138.94859765928925,75.72829815246939,108.257750249151,112.32271672914652,121.10540217658563,133.43262631417605,23.67166761507588,2722.3932794648435,3593.42291,107.599775,2983.0751139999998,3115.9840961,3318.84339465,3531.5608409099996
artifacts_c03,chat,16,1543.1637532,1585.618757,1167.850401,1566.1730599999999,1584.8605134,1585.11240215,1585.27109771,5.021711176106606,5.995942928270042,4.501814458823529,4.95593075490196,5.3051788124108,5.523311369803921,5.637331586782702,2371.2884192060574,199.53652165001768,222.13265543185724,166.779439358093,201.77844482770703,207.0070281956628,207.05011586356324,221.27892428684925,9.370088984099487,277.43285786999996,353.71392299999997,78.287436,314.209123,353.0371734,353.45226925,353.52603387
artifacts_c03,chat,4,1238.1906643199998,1283.8652849999999,1229.648724,1235.751473,1242.0287953,1264.2446305499998,1283.66124105,4.553378076960595,4.895219734177215,4.4775171640625,4.53916568681379,4.629317383281161,4.688092555526559,4.777629327716772,814.8290379484552,219.669627113903,223.33806066143342,204.28092185898151,220.30509001566037,222.44629263467067,222.5749757239156,223.1330038029585,3.2098839391312004,87.06738293000001,137.100863,65.100973,88.0566145,94.401882,117.89821554999999,136.89310952
artifacts_c03,chat,64,2721.9122491210937,2787.675805,1318.765993,2752.9122374999997,2776.7765919999997,2777.64270325,2783.6636531999998,8.446214412411305,12.455092730158729,6.936325586956521,8.403007329365078,9.732846314994216,9.914623570158103,10.829460550876377,5805.739520912135,119.77365941118376,144.16854968291273,80.28844278120889,119.00501771144985,138.07726603899812,138.6100722136934,139.47347463709266,23.156022705515408,618.2554043359374,926.4859859999999,138.78133,627.071102,907.5032729999999,916.1943027499999,925.3665683999999
artifacts_c03,rag,1,1308.25756287,1329.341099,1284.570238,1306.0304159999998,1316.5770762,1319.2565000999998,1327.17569972,4.5390369968189095,4.8113397708333325,4.477009725490196,4.523011376470588,4.588930435856574,4.6074613184827315,4.663603633611948,193.68313730212301,220.32991321440323,223.36337451009405,207.84231578531774,221.09164041893683,221.46779392695697,221.58199100032323,223.31949323513848,0.7595715020280129,155.48204055,172.73885099999998,148.452904,153.37728199999998,163.5110076,167.85614544999999,170.72537415
artifacts_c03,rag,16,3596.59628536,3697.2629589999997,1772.588908,3673.518596,3684.2100361,3692.1627938,3696.90531556,9.820985240026134,13.693696807843137,4.9904612,9.80843217254902,12.949512361010921,13.427271414117644,13.665132718313725,1070.6275018585113,107.25524157905394,200.3822813009747,73.02629918220802,101.95309385920851,137.07967695901274,137.54945898105677,196.46445602878197,4.191635352981408,1097.77168575,1843.376345,173.504918,1149.705601,1801.5393930999999,1815.0383805999998,1843.17714215
